pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P1,starring,60547,single,Q1,What television show did Al Trautwig star in?,Hockey Night Live!
P1,starring,60547,single,Q1,What television show did Peter Duncan (actor) star in?,The Flockton Flyer
P1,starring,60547,single,Q1,What television show did Prabhleen Sandhu star in?,Aapki Antara
P1,starring,60547,single,Q1,What television show did Manela Bustamante star in?,Los García
P1,starring,60547,single,Q1,What television show did Kate Hewlett star in?,11 Cameras
P1,starring,60547,single,Q1,What television show did Mark Tymchyshyn star in?,The Gregory Hines Show
P1,starring,60547,single,Q1,What television show did Nan Woods star in?,China Beach
P1,starring,60547,single,Q1,What television show did Leon Ockenden star in?,Tripping Over
P1,starring,60547,single,Q1,What television show did Jaclyn Linetsky star in?,"Sagwa, the Chinese Siamese Cat"
P1,starring,60547,single,Q1,What television show did Jeff Gardere star in?,Dad Camp
P1,starring,60547,single,Q1,What television show did Paul Dempsey (presenter) star in?,Soccer Saturday
P1,starring,60547,single,Q1,What television show did Chick Chandler star in?,Soldiers of Fortune (TV series)
P1,starring,60547,single,Q1,What television show did Adnan Maral star in?,Türkisch für Anfänger
P1,starring,60547,single,Q1,What television show did Selda Alkor star in?,Asmalı Konak
P1,starring,60547,single,Q1,What television show did Michael Newman (lifeguard) star in?,Baywatch the Movie: Forbidden Paradise
P1,starring,60547,single,Q1,What television show did Guy Marks star in?,The John Forsythe Show
P1,starring,60547,single,Q1,What television show did Andrzej Grabowski star in?,Świat według Kiepskich
P1,starring,60547,single,Q1,What television show did Anna Walton star in?,Crusoe (TV series)
P1,starring,60547,single,Q1,What television show did Mike Ward (comedian) star in?,L'Gros Show
P1,starring,60547,single,Q1,What television show did Amy Gumenick star in?,Natalee Holloway (film)
P1,starring,60547,single,Q1,What television show did Ayla Kell star in?,Make It or Break It
P1,starring,60547,single,Q1,What television show did Catherine Neilson star in?,Yanks Go Home
P1,starring,60547,single,Q1,What television show did Brad Williams (puppeteer) star in?,Hocus Focus (TV series)
P1,starring,60547,single,Q1,What television show did Stephanie Tague star in?,Andy Robson
P1,starring,60547,single,Q1,What television show did Joseph Brady (actor) star in?,Z-Cars
P1,starring,60547,single,Q1,What television show did Eddie Dean (singer) star in?,The Marshal of Gunsight Pass
P1,starring,60547,single,Q1,What television show did Hana Gartner star in?,CBC Prime Time News
P1,starring,60547,single,Q1,What television show did Louise Edlind Friberg star in?,Vi på Saltkråkan
P1,starring,60547,single,Q1,What television show did Skate the Great star in?,Gamekings
P1,starring,60547,single,Q1,What television show did Liam Hess star in?,Don't Blame Me (TV series)
P1,starring,60547,single,Q1,What television show did Mary Fickett star in?,The Nurses (ABC TV series)
P1,starring,60547,single,Q1,What television show did Henriette Ivanans star in?,Liberty Street (TV show)
P1,starring,60547,single,Q1,What television show did Vladimir Savčić star in?,Složna braća
P1,starring,60547,single,Q1,What television show did Bronisław Pawlik star in?,Stawka większa niż życie
P1,starring,60547,single,Q1,What television show did Josefine Preuß star in?,Türkisch für Anfänger
P1,starring,60547,single,Q1,What television show did Anna Mae Routledge star in?,16 Wishes
P1,starring,60547,single,Q1,What television show did Cary Lawrence star in?,Space Cases
P1,starring,60547,single,Q1,What television show did Sven-Ole Thorsen star in?,Captain Power and the Soldiers of the Future
P1,starring,60547,single,Q1,What television show did Colin Hughes star in?,Catch Kandy
P1,starring,60547,single,Q1,What television show did Garrett Lewis star in?,The Julie Andrews Hour
P1,starring,60547,single,Q1,What television show did Christine Jacob star in?,Here Comes the Bride (TV series)
P1,starring,60547,single,Q1,What television show did Peter Wildman star in?,Four on the Floor (Canadian TV series)
P1,starring,60547,single,Q1,What television show did Aaron Aziz star in?,A War Diary
P1,starring,60547,single,Q1,What television show did Andrew Jackson (actor) star in?,Deadly Betrayal
P1,starring,60547,single,Q1,What television show did Chris Petersen (actor) star in?,The Baxters
P1,starring,60547,single,Q1,What television show did Marcy Harriell star in?,Queens Supreme
P1,starring,60547,single,Q1,What television show did Julie O'Halloran star in?,Spellfury
P1,starring,60547,single,Q1,What television show did Li Yong (television host) star in?,Lucky 52
P1,starring,60547,single,Q1,What television show did Eunice Lagusad star in?,Princess Charming (TV series)
P1,starring,60547,single,Q1,What television show did Lauren Hays star in?,Hotel Erotica
P1,starring,60547,single,Q1,What television show did Wolf Kahler star in?,The Somme – From Defeat to Victory
P1,starring,60547,single,Q1,What television show did Kim Bo-ra star in?,Love Me When You Can
P1,starring,60547,single,Q1,What television show did Luke Ford star in?,Nomads (TV pilot)
P1,starring,60547,single,Q1,What television show did Scott Bullock star in?,Barnyard Commandos
P1,starring,60547,single,Q1,What television show did Howard Read star in?,Little Howard's Big Question
P1,starring,60547,single,Q1,What television show did Charles McKeown star in?,Pipkins
P1,starring,60547,single,Q1,What television show did Casey Walters star in?,Harbor Command
P1,starring,60547,single,Q1,What television show did Jackie Torres star in?,Hack (TV series)
P1,starring,60547,single,Q1,What television show did Maureen Pryor star in?,Madhouse on Castle Street
P1,starring,60547,single,Q1,What television show did Gordon Sinclair star in?,Front Page Challenge
P1,starring,60547,single,Q1,What television show did Yosra El Lozy star in?,Al-Gama'a (TV series)
P1,starring,60547,single,Q1,What television show did Stephanie Ittleson star in?,Number 1 Single
P1,starring,60547,single,Q1,What television show did Tyrone Savage star in?,Wind at My Back
P1,starring,60547,single,Q1,What television show did Haruna Ikezawa star in?,Voicelugger
P1,starring,60547,single,Q1,What television show did Laurie Dhue star in?,Geraldo at Large
P1,starring,60547,single,Q1,What television show did Berwick Kaler star in?,Breeze Block (TV series)
P1,starring,60547,single,Q1,What television show did Hannah Cowley star in?,Easy to Assemble
P1,starring,60547,single,Q1,What television show did Jason Ruta star in?,So Gay TV
P1,starring,60547,single,Q1,What television show did Mark Russell star in?,Real People
P1,starring,60547,single,Q1,What television show did Rhoda Griffis star in?,Odd Girl Out
P1,starring,60547,single,Q1,What television show did Andy Goldstein star in?,Soccer AM
P1,starring,60547,single,Q1,What television show did Roberta Maxwell star in?,Airwaves (TV series)
P1,starring,60547,single,Q1,What television show did Tihomir Stanić star in?,The End of Obrenović Dynasty
P1,starring,60547,single,Q1,What television show did Angelo Rossitto star in?,The Adventures of Superpup
P1,starring,60547,single,Q1,What television show did Stuart Randall (actor) star in?,Laramie (TV series)
P1,starring,60547,single,Q1,What television show did Joe Clair star in?,Take the Cake
P1,starring,60547,single,Q1,What television show did Juan Rodrigo (actor) star in?,Dapat Ka Bang Mahalin?
P1,starring,60547,single,Q1,What television show did Ross Petty star in?,Loving Friends and Perfect Couples
P1,starring,60547,single,Q1,What television show did Tommy Le Noir star in?,Murder (TV series)
P1,starring,60547,single,Q1,What television show did Anthony Sharp star in?,The Flockton Flyer
P1,starring,60547,single,Q1,What television show did Bob Steele (actor) star in?,F Troop
P1,starring,60547,single,Q1,What television show did Bob Singer star in?,A Pumpkin Full of Nonsense
P1,starring,60547,single,Q1,What television show did Reid Shelton star in?,1st & Ten (HBO TV series)
P1,starring,60547,single,Q1,What television show did Benedict Allen star in?,Expedition Africa
P1,starring,60547,single,Q1,What television show did Angus Kennedy (actor) star in?,Genie in the House
P1,starring,60547,single,Q1,What television show did Brian Bedford star in?,Coronet Blue
P1,starring,60547,single,Q1,What television show did Timmie Rogers star in?,Uptown Jubilee
P1,starring,60547,single,Q1,What television show did Alma Zack star in?,BeTipul
P1,starring,60547,single,Q1,What television show did Lynn Wood (actress) star in?,Dusty's Trail
P1,starring,60547,single,Q1,What television show did Lenny Wolpe star in?,Baby Talk (TV series)
P1,starring,60547,single,Q1,What television show did Vladimír Ráž star in?,Thirty Cases of Major Zeman
P1,starring,60547,single,Q1,What television show did Anthony Nalli star in?,The Aviators (TV series)
P1,starring,60547,single,Q1,What television show did Jessie Robins star in?,Magical Mystery Tour (film)
P1,starring,60547,single,Q1,What television show did Vladislav Galkin star in?,The Master and Margarita (miniseries)
P1,starring,60547,single,Q1,What television show did Nobu and Mio Adilman star in?,Food Jammers
P1,starring,60547,single,Q1,What television show did Mamoon al-Farkh star in?,Bab Al-Hara
P1,starring,60547,single,Q1,What television show did Zoran Kesić star in?,Fajront Republika
P1,starring,60547,single,Q1,What television show did Penny Spencer star in?,Please Sir!
P1,starring,60547,single,Q1,What television show did Salim Shah star in?,Just Mohabbat
P1,starring,60547,single,Q1,What television show did Dawn Maxey star in?,Sons of Thunder
P1,starring,60547,single,Q1,What television show did Michele Santoro star in?,AnnoZero
P1,starring,60547,single,Q1,What television show did Glenn Scarpelli star in?,Jennifer Slept Here
P1,starring,60547,single,Q1,What television show did Robert Rockwell star in?,The Man from Blackhawk
P1,starring,60547,single,Q1,What television show did Ivan Bosiljčić star in?,Ranjeni orao (TV series)
P1,starring,60547,single,Q1,What television show did Sarah Walker (Australian actress) star in?,Silversun
P1,starring,60547,single,Q1,What television show did Suhas Joshi star in?,Ek Packet Umeed
P1,starring,60547,single,Q1,What television show did Eva Mottley star in?,Widows (TV series)
P1,starring,60547,single,Q1,What television show did Gloria Sevilla star in?,Captain Barbell (TV series)
P1,starring,60547,single,Q1,What television show did Jodie Resther star in?,Vampire High
P1,starring,60547,single,Q1,What television show did Diana Van der Vlis star in?,Where the Heart Is (1969 TV series)
P1,starring,60547,single,Q1,What television show did Pierre Andre star in?,Gol & Gincu The Series
P1,starring,60547,single,Q1,What television show did David Paisley star in?,Tinsel Town
P1,starring,60547,single,Q1,What television show did Lauren Chapin star in?,Father Knows Best
P1,starring,60547,single,Q1,What television show did Jeanne Zelasko star in?,Joe Brown (judge)  Judge Joe Brown  1
P1,starring,60547,single,Q1,What television show did Tharika star in?,Chithi (TV series)
P1,starring,60547,single,Q1,What television show did Isabelle Lucas star in?,The Fosters (1976 TV series)
P1,starring,60547,single,Q1,What television show did David Pasquesi star in?,Common Law (1996 TV series)
P1,starring,60547,single,Q1,What television show did Zachary Bostrom star in?,Harry and the Hendersons (TV series)
P1,starring,60547,single,Q1,What television show did Gilles Pelletier star in?,R.C.M.P. (TV series)
P1,starring,60547,single,Q1,What television show did Leandro Firmino star in?,A Diarista
P1,starring,60547,single,Q1,What television show did Christian Marquand star in?,The Gay Cavalier
P1,starring,60547,single,Q1,What television show did Lauren Jones star in?,Anchorwoman (TV series)
P1,starring,60547,single,Q1,What television show did Stevo Žigon star in?,Otpisani
P1,starring,60547,single,Q1,What television show did Julie McGregor star in?,Hampton Court (TV series)
P1,starring,60547,single,Q1,What television show did Elvie Villasanta star in?,Mommy Elvie's Problematic Show
P1,starring,60547,single,Q1,What television show did John C. Dvorak star in?,Big Thinkers (TV series)
P1,starring,60547,single,Q1,What television show did Jimmy Little (carpenter) star in?,Don't Sweat It
P1,starring,60547,single,Q1,What television show did Alexander Haslam star in?,The Experiment
